,Player,DRIVEPTS,CSPTS,PULLPTS,PAINTPTS,POSTPTS,ELBOWPTS,DRIVEPTS%,CSPTS%,PULLPTS%,PAINTPTS%,POSTPTS%,ELBOWPTS%
76,Bismack Biyombo,0.0,0.2,0.0,6.2,0.2,1.5,0.0,0.25,0.0,0.58,0.5,0.583
77,Blake Griffin,1.7,2.9,3.9,0.9,3.3,1.3,0.5,0.318,0.243,0.667,0.353,0.8
78,Boban Marjanovic,0.0,0.0,0.7,3.8,1.0,1.2,0.0,0.0,0.667,0.733,0.5,0.75
79,Bobby Portis,0.7,3.8,1.3,4.4,0.9,1.8,0.5,0.516,0.35,0.778,0.556,0.6920000000000001
80,Bogdan Bogdanovic,0.9,7.0,0.4,0.0,0.0,0.0,0.33299999999999996,0.41200000000000003,0.125,0.0,0.0,0.0
81,Bojan Bogdanovic,2.0,5.0,2.5,2.5,0.2,0.6,0.233,0.304,0.41700000000000004,0.769,1.0,0.75
82,Bol Bol,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.0,0.0
83,Brad Wanamaker,1.6,0.9,1.3,0.6,0.0,0.1,0.385,0.3,0.313,1.0,0.0,0.0
84,Bradley Beal,12.3,4.8,12.2,2.2,0.0,0.6,0.512,0.415,0.483,0.667,0.0,0.75
85,Brandon Clarke,2.6,2.0,1.0,5.2,0.2,1.2,0.414,0.259,0.455,0.615,1.0,0.4
86,Brandon Goodwin,1.3,1.5,1.8,0.1,0.0,0.0,0.364,0.267,0.35700000000000004,0.0,0.0,0.0
87,Brandon Ingram,6.8,4.3,9.0,0.6,0.0,0.8,0.475,0.35,0.419,0.5,0.0,0.5
88,Brodric Thomas,1.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89,Brook Lopez,1.3,4.9,0.6,1.2,0.2,0.3,0.625,0.36,0.429,0.462,0.25,0.33299999999999996
90,Bruce Brown,1.1,0.4,0.9,0.6,0.0,0.6,0.5710000000000001,0.2,0.6,0.667,0.0,1.0
91,Bruno Caboclo,1.2,0.0,0.0,0.4,0.0,0.4,1.0,0.0,0.0,0.2,0.0,0.5
92,Bruno Fernando,0.0,0.0,0.3,0.7,0.0,0.6,0.0,0.0,1.0,0.5,0.0,0.667
93,Bryn Forbes,0.5,4.0,2.5,0.0,0.0,0.0,0.6,0.405,0.5,0.0,0.0,0.0
94,Buddy Hield,1.9,6.3,4.7,1.1,0.0,0.0,0.381,0.34299999999999997,0.33299999999999996,0.75,0.0,0.0
95,CJ Elleby,1.2,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
96,CJ McCollum,4.5,5.7,15.4,0.4,0.0,0.2,0.385,0.488,0.49200000000000005,0.4,0.0,0.33299999999999996
97,Caleb Martin,1.8,2.5,0.7,0.2,0.0,0.4,0.667,0.429,0.5,0.33299999999999996,0.0,1.0
98,Cam Reddish,2.1,3.6,1.1,2.5,0.0,0.6,0.16,0.324,0.14800000000000002,1.0,0.0,0.667
99,Cameron Johnson,1.9,6.8,1.4,0.7,0.0,0.4,0.727,0.36200000000000004,0.462,1.0,0.0,1.0
100,Cameron Payne,4.0,1.7,2.2,0.2,0.0,0.0,0.531,0.455,0.5329999999999999,1.0,0.0,0.0
101,Caris LeVert,8.7,1.8,6.7,0.7,0.0,0.5,0.465,0.33299999999999996,0.33299999999999996,0.6,0.0,0.5
102,Carmelo Anthony,0.6,3.7,4.8,0.4,4.1,0.4,0.0,0.36700000000000005,0.42200000000000004,0.0,0.52,1.0
103,Carsen Edwards,1.0,0.0,1.3,0.5,0.0,0.5,1.0,0.0,0.33299999999999996,1.0,0.0,1.0
104,Cassius Stanley,0.0,1.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
105,Cassius Winston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Cedi Osman,2.4,5.5,2.3,0.2,0.0,0.4,0.33299999999999996,0.33899999999999997,0.27,0.2,0.0,1.0
107,Chandler Hutchison,1.5,0.8,0.0,0.5,0.0,0.5,0.28600000000000003,0.5,0.0,0.5,0.0,1.0
108,Chimezie Metu,0.0,0.0,2.5,1.0,0.0,2.0,0.0,0.0,0.667,0.0,0.0,0.667
109,Chris Boucher,0.2,5.3,0.2,5.7,0.2,0.8,0.33299999999999996,0.474,0.5,0.7140000000000001,1.0,0.429
110,Chris Chiozza,1.8,0.6,1.6,0.0,0.0,0.0,0.3,0.2,0.2,0.0,0.0,0.0
111,Chris Paul,4.7,1.0,6.8,0.0,0.3,0.2,0.41200000000000003,0.444,0.42200000000000004,0.0,1.0,0.33299999999999996
112,Chris Silva,0.0,0.7,0.0,1.3,0.0,0.7,0.0,1.0,0.0,1.0,0.0,1.0
113,Christian Wood,2.9,3.6,1.9,13.1,1.1,3.9,0.47100000000000003,0.243,0.462,0.83,0.5,0.647
114,Chuma Okeke,0.6,1.6,0.8,0.2,0.0,0.0,0.5,0.375,0.667,0.0,0.0,0.0
115,Clint Capela,0.6,0.0,0.0,7.6,0.6,0.6,0.33299999999999996,0.0,0.0,0.531,0.33299999999999996,0.0
116,Coby White,6.5,5.0,4.2,0.2,0.0,0.7,0.509,0.35200000000000004,0.36,1.0,0.0,1.0
117,Cody Martin,0.9,0.3,0.4,0.0,0.0,0.0,0.667,0.111,1.0,0.0,0.0,0.0
118,Cody Zeller,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
119,Cole Anthony,4.9,0.8,2.6,0.4,0.0,0.0,0.40399999999999997,0.158,0.295,0.5,0.0,0.0
120,Collin Sexton,8.5,4.1,7.4,1.5,0.0,0.3,0.525,0.55,0.45799999999999996,0.455,0.0,0.33299999999999996
121,Cory Joseph,3.4,1.9,1.3,0.2,0.0,0.0,0.467,0.292,0.41200000000000003,1.0,0.0,0.0
122,Cristiano Felicio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,D'Angelo Russell,4.2,3.2,11.1,0.8,0.2,0.2,0.45899999999999996,0.324,0.434,0.5710000000000001,1.0,0.5
124,D.J. Augustin,1.6,3.0,0.9,0.2,0.0,0.0,0.308,0.435,0.2,0.0,0.0,0.0
125,D.J. Wilson,0.0,2.9,1.0,0.4,0.0,0.6,0.0,0.467,0.5,0.25,0.0,0.667
126,Dakota Mathias,1.0,3.7,3.2,0.0,0.0,0.3,0.75,0.42100000000000004,0.429,0.0,0.0,1.0
127,Damian Jones,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.5,0.0,1.0
128,Damian Lillard,7.2,4.4,8.5,0.4,0.0,0.7,0.54,0.41700000000000004,0.35200000000000004,0.5,0.0,1.0
129,Damion Lee,0.6,5.4,0.5,0.0,0.0,0.0,0.667,0.474,0.5,0.0,0.0,0.0
130,Damyean Dotson,1.3,3.4,1.3,0.6,0.0,0.4,0.7140000000000001,0.353,0.28600000000000003,1.0,0.0,0.5
131,Daniel Gafford,0.4,0.0,0.0,3.5,0.3,0.7,1.0,0.0,0.0,0.875,1.0,0.6
132,Daniel Oturu,0.8,0.4,0.0,0.8,0.0,0.4,1.0,0.5,0.0,0.5,0.0,0.5
133,Daniel Theis,0.5,2.5,0.4,3.0,0.0,1.4,0.667,0.37,1.0,0.7,0.0,0.875
134,Danilo Gallinari,2.0,5.0,0.0,0.0,1.0,1.0,1.0,0.667,0.0,0.0,1.0,1.0
135,Danny Green,1.0,4.1,1.7,0.5,0.0,0.2,0.4,0.28800000000000003,0.467,0.6,0.0,1.0
136,Dante Exum,0.8,0.5,0.8,1.3,0.0,0.3,0.28600000000000003,0.16699999999999998,0.5,1.0,0.0,1.0
137,Danuel House Jr.,1.3,1.5,0.8,1.0,0.0,0.5,0.33299999999999996,0.16699999999999998,0.2,1.0,0.0,1.0
138,Dario Saric,0.9,4.3,0.0,3.3,0.6,1.1,0.5,0.33299999999999996,0.0,0.563,0.4,0.429
139,Darius Bazley,3.0,2.9,2.2,1.3,0.0,0.2,0.44,0.273,0.348,0.625,0.0,0.5
140,Darius Garland,5.7,5.0,4.5,0.8,0.0,0.0,0.41,0.5,0.36700000000000005,0.667,0.0,0.0
141,Darius Miller,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.0,0.0,0.0
142,David Nwaba,2.3,2.1,0.0,1.3,0.0,0.3,0.5379999999999999,0.25,0.0,0.75,0.0,1.0
143,Davis Bertans,0.4,7.9,0.7,1.1,0.0,0.2,0.0,0.392,0.158,1.0,0.0,0.33299999999999996
144,De'Aaron Fox,10.1,1.8,5.2,0.4,0.0,0.6,0.5489999999999999,0.467,0.34700000000000003,1.0,0.0,1.0
145,De'Andre Hunter,4.9,4.7,2.5,1.0,0.4,0.9,0.545,0.41,0.37,0.7140000000000001,0.33299999999999996,1.0
146,De'Anthony Melton,1.4,2.2,1.6,1.2,0.0,0.4,0.3,0.444,0.429,0.5,0.0,1.0
147,DeAndre Jordan,0.0,0.0,0.0,3.6,0.2,1.0,0.0,0.0,0.0,0.7390000000000001,1.0,0.8
148,DeAndre' Bembry,0.4,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.0,0.0,0.0,0.0
149,DeMar DeRozan,10.6,3.9,4.4,0.9,0.2,0.7,0.49200000000000005,0.565,0.4,0.375,0.0,0.5
150,DeMarcus Cousins,1.3,2.0,0.0,0.7,0.8,0.3,0.33299999999999996,0.28600000000000003,0.0,0.5,0.25,1.0
151,Dean Wade,0.4,1.5,0.2,0.2,0.0,0.0,0.5,0.313,0.5,0.5,0.0,0.0
152,Deandre Ayton,0.4,2.3,0.5,9.5,3.6,2.4,0.4,0.4,0.5,0.667,0.5589999999999999,0.6
153,Deividas Sirvydis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Dejounte Murray,5.5,2.7,4.9,0.7,0.0,0.2,0.5,0.31,0.40399999999999997,0.375,0.0,0.25
155,Delon Wright,3.6,1.8,0.6,0.9,0.0,0.4,0.433,0.4,0.273,0.667,0.0,0.667
156,Deni Avdija,0.4,4.1,0.5,1.3,0.2,0.2,0.5,0.469,0.222,0.75,0.25,1.0
157,Dennis Schroder,5.2,3.3,3.2,0.4,0.0,0.5,0.397,0.382,0.41,0.5,0.0,0.5
158,Dennis Smith Jr.,3.0,0.0,1.0,0.0,0.0,0.0,0.667,0.0,0.33299999999999996,0.0,0.0,0.0
159,Denzel Valentine,0.8,4.4,2.5,0.0,0.0,0.0,0.375,0.5,0.429,0.0,0.0,0.0
160,Derrick Favors,0.0,1.0,0.0,4.8,0.4,1.4,0.0,0.5,0.0,0.636,0.667,0.5
161,Derrick Jones Jr.,0.3,2.1,0.0,1.2,0.0,0.0,0.5,0.28,0.0,0.385,0.0,0.0
162,Derrick Rose,7.1,1.5,3.8,0.0,0.0,0.3,0.42,0.267,0.35,0.0,0.0,0.25
163,Derrick White,4.0,3.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0
164,Desmond Bane,0.9,5.0,1.9,0.4,0.0,0.0,0.33299999999999996,0.47200000000000003,0.444,0.5,0.0,0.0
165,Devin Booker,6.4,4.5,7.8,1.5,0.4,1.2,0.521,0.529,0.376,0.875,0.5,0.857
166,Devin Vassell,0.2,2.7,0.2,0.8,0.0,0.0,0.33299999999999996,0.444,0.14300000000000002,0.6,0.0,0.0
167,Devon Dotson,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0
168,Devonte' Graham,2.2,4.9,2.9,0.0,0.0,0.0,0.231,0.316,0.255,0.0,0.0,0.0
169,Dillon Brooks,4.5,4.7,6.2,0.8,0.0,0.6,0.42200000000000004,0.314,0.409,1.0,0.0,0.6
170,Domantas Sabonis,2.8,2.7,0.6,10.2,3.5,3.5,0.5710000000000001,0.36,0.273,0.7170000000000001,0.4,0.682
171,Donovan Mitchell,7.5,6.3,6.5,0.5,0.0,0.0,0.415,0.488,0.314,0.5,0.0,0.0
172,Donte DiVincenzo,1.1,5.2,2.0,1.5,0.0,0.5,0.455,0.452,0.444,0.667,0.0,1.0
173,Dorian Finney-Smith,1.5,4.9,0.6,1.8,0.0,0.0,0.5710000000000001,0.33299999999999996,0.28600000000000003,0.778,0.0,0.0
174,Doug McDermott,3.2,3.6,2.2,1.5,0.0,0.5,0.609,0.33299999999999996,0.5710000000000001,0.667,0.0,1.0
175,Draymond Green,1.0,1.5,0.0,0.0,0.3,0.7,0.5,0.273,0.0,0.0,1.0,0.667
176,Drew Eubanks,0.3,1.3,0.0,1.3,0.7,0.0,0.0,0.5,0.0,0.16699999999999998,0.0,0.0
177,Duncan Robinson,0.4,8.3,1.1,0.0,0.0,0.0,1.0,0.40700000000000003,0.25,0.0,0.0,0.0
178,Dwayne Bacon,3.8,1.1,3.0,0.5,0.0,0.2,0.45,0.222,0.455,0.6,0.0,0.5
179,Dwight Howard,0.0,0.8,0.0,4.6,0.5,0.3,0.0,0.429,0.0,0.6559999999999999,1.0,0.33299999999999996
180,Dwight Powell,1.3,0.3,0.0,2.6,0.0,0.8,0.5710000000000001,0.2,0.0,0.462,0.0,0.75
181,Dylan Windler,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
182,E'Twaun Moore,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
183,Ed Davis,0.3,0.0,0.0,1.9,0.0,0.3,0.5,0.0,0.0,0.467,0.0,0.0
184,Edmond Sumner,2.3,1.0,0.0,0.0,0.0,0.0,1.0,0.33299999999999996,0.0,0.0,0.0,0.0
185,Elfrid Payton,8.0,2.2,1.8,2.0,0.0,0.0,0.494,0.33299999999999996,0.4,0.556,0.0,0.0
186,Elijah Hughes,0.5,0.8,0.5,0.0,0.0,0.0,0.33299999999999996,0.16699999999999998,0.5,0.0,0.0,0.0
187,Enes Kanter,0.0,0.0,0.0,7.6,2.1,0.9,0.0,0.0,0.0,0.66,1.0,0.5
188,Eric Bledsoe,4.3,4.1,3.3,0.2,0.0,0.2,0.625,0.35100000000000003,0.444,0.5,0.0,1.0
189,Eric Gordon,5.2,5.5,1.0,0.0,0.0,0.0,0.737,0.314,0.182,0.0,0.0,0.0
190,Eric Paschall,2.8,2.2,2.1,2.9,0.2,1.3,0.526,0.4,0.556,0.625,0.25,0.5
191,Evan Fournier,2.6,3.6,2.4,1.6,0.0,0.0,0.5,0.375,0.41700000000000004,1.0,0.0,0.0
192,Facundo Campazzo,1.0,2.7,0.0,0.0,0.0,0.0,0.5,0.5329999999999999,0.0,0.0,0.0,0.0
193,Frank Jackson,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.5,0.16699999999999998,0.0,0.0,0.0
194,Frank Kaminsky,1.0,0.6,0.0,1.2,0.4,0.4,0.4,0.2,0.0,0.75,0.5,0.33299999999999996
195,Frank Ntilikina,0.3,2.3,2.0,0.0,0.0,0.0,0.0,1.0,0.273,0.0,0.0,0.0
196,Fred VanVleet,4.5,6.5,6.2,0.7,0.0,0.5,0.43200000000000005,0.44,0.4,0.6,0.0,0.667
197,Furkan Korkmaz,0.7,3.0,1.0,0.7,0.0,0.0,0.0,0.214,0.25,1.0,0.0,0.0
198,Gabe Vincent,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
199,Garrett Temple,1.5,3.9,2.9,0.0,0.0,0.2,0.667,0.35100000000000003,0.632,0.0,0.0,0.5
200,Garrison Mathews,0.0,3.6,1.2,0.8,0.0,0.0,0.0,0.375,0.4,0.667,0.0,0.0
201,Gary Clark,0.4,1.9,0.0,0.0,0.0,0.0,1.0,0.22699999999999998,0.0,0.0,0.0,0.0
202,Gary Harris,2.8,3.5,0.4,0.8,0.0,0.6,0.5710000000000001,0.34299999999999997,0.14300000000000002,1.0,0.0,0.667
203,Gary Trent Jr.,2.5,4.5,3.5,0.1,0.0,0.3,0.5710000000000001,0.522,0.314,0.0,0.0,1.0
204,George Hill,3.3,5.3,1.1,0.8,0.0,0.0,0.526,0.519,0.25,0.6,0.0,0.0
205,Georges Niang,0.0,0.9,0.0,0.2,0.0,0.0,0.0,0.231,0.0,1.0,0.0,0.0
206,Giannis Antetokounmpo,6.8,0.5,5.5,5.6,2.1,3.8,0.6,0.14300000000000002,0.33299999999999996,0.8079999999999999,0.5329999999999999,0.789
207,Glenn Robinson III,2.3,2.5,0.9,1.3,0.3,0.3,0.5379999999999999,0.368,0.375,1.0,1.0,1.0
208,Goran Dragic,3.9,3.0,3.5,0.8,0.0,0.3,0.5379999999999999,0.42100000000000004,0.39299999999999996,0.75,0.0,0.5
209,Gordon Hayward,6.0,6.7,4.6,2.7,0.2,1.4,0.418,0.435,0.462,0.667,0.33299999999999996,0.7140000000000001
210,Gorgui Dieng,0.9,3.1,0.9,2.3,0.0,0.4,0.75,0.41700000000000004,0.375,0.647,0.0,1.0
211,Grant Williams,0.5,2.5,0.4,1.3,0.3,0.0,0.4,0.389,0.33299999999999996,0.4,0.33299999999999996,0.0
212,Grayson Allen,0.9,3.0,0.8,0.2,0.0,0.2,0.4,0.3,0.273,1.0,0.0,1.0
213,Hamidou Diallo,3.8,0.9,1.4,2.9,0.0,0.4,0.48100000000000004,0.3,0.33299999999999996,0.857,0.0,1.0
214,Harrison Barnes,6.3,3.5,1.1,2.5,2.2,0.3,0.614,0.48100000000000004,0.25,0.55,0.636,0.33299999999999996
215,Harry Giles III,0.1,0.9,0.3,0.9,0.3,0.0,0.0,0.4,0.33299999999999996,0.5,0.5,0.0
216,Hassan Whiteside,0.0,1.0,0.0,4.3,1.1,1.4,0.0,0.5,0.0,0.5710000000000001,0.4,0.5710000000000001
217,Ignas Brazdeikis,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Immanuel Quickley,1.6,1.3,1.6,0.0,0.0,0.0,0.385,0.33299999999999996,0.25,0.0,0.0,0.0
219,Isaac Bonga,0.0,1.9,0.4,0.3,0.0,0.0,0.0,0.556,1.0,0.5,0.0,0.0
220,Isaac Okoro,1.8,1.0,1.0,1.7,0.0,0.3,0.41700000000000004,0.182,0.4,0.667,0.0,1.0
221,Isaiah Hartenstein,0.3,0.0,0.0,3.9,0.0,1.0,1.0,0.0,0.0,0.52,0.0,0.5
222,Isaiah Joe,0.3,3.5,1.0,0.0,0.0,0.0,0.14300000000000002,0.368,0.25,0.0,0.0,0.0
223,Isaiah Roby,1.7,2.5,0.0,3.7,0.0,1.0,0.8,0.41700000000000004,0.0,0.833,0.0,0.75
224,Isaiah Stewart,0.0,0.0,0.0,3.4,0.3,0.8,0.0,0.0,0.0,0.444,0.5,0.429
225,Ish Smith,1.9,1.1,1.6,0.2,0.0,0.4,0.375,0.364,0.3,1.0,0.0,1.0
226,Ivica Zubac,0.4,0.0,0.0,5.6,0.4,1.5,1.0,0.0,0.0,0.6859999999999999,0.5,0.833
227,JJ Redick,0.4,3.2,2.4,0.0,0.0,0.0,0.4,0.313,0.321,0.0,0.0,0.0
228,Ja Morant,14.7,1.0,6.0,0.7,0.7,0.0,0.536,0.2,0.667,0.5,1.0,0.0
229,JaKarr Sampson,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0
230,JaMychal Green,0.0,7.0,0.3,3.0,0.8,0.7,0.0,0.483,0.25,0.778,0.5,1.0
231,JaVale McGee,0.5,1.6,0.4,4.7,0.9,1.3,0.182,0.583,0.125,0.512,0.267,0.375
232,Jaden McDaniels,0.6,1.2,1.2,0.0,0.0,0.0,1.0,0.4,0.5,0.0,0.0,0.0
233,Jae Crowder,1.4,5.9,1.6,0.4,0.2,0.4,0.5,0.355,0.467,1.0,0.0,1.0
234,Jae'Sean Tate,1.3,1.5,0.0,3.6,0.3,0.3,0.625,0.33299999999999996,0.0,0.765,0.0,0.5
235,Jahlil Okafor,0.0,0.0,0.0,3.4,1.1,0.9,0.0,0.0,0.0,0.857,0.667,1.0
236,Jahmi'us Ramsey,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.0,0.0,0.0
237,Jake Layman,1.9,0.3,0.3,0.7,0.0,0.0,0.545,0.091,1.0,0.5,0.0,0.0
238,Jakob Poeltl,0.2,0.2,0.0,3.3,0.2,2.0,1.0,0.33299999999999996,0.0,0.516,0.33299999999999996,0.643
239,Jalen Brunson,4.1,1.8,4.1,0.3,0.3,0.3,0.5770000000000001,0.385,0.441,0.0,1.0,1.0
240,Jalen Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Jalen Lecque,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
242,Jalen McDaniels,1.4,0.8,0.5,1.0,0.0,0.0,0.444,0.33299999999999996,0.667,1.0,0.0,0.0
243,Jalen Smith,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0
244,Jamal Murray,4.8,4.2,8.0,1.3,0.3,0.8,0.5,0.44799999999999995,0.419,0.8,1.0,1.0
245,James Ennis III,0.5,1.3,0.5,3.0,0.0,0.0,0.33299999999999996,0.28600000000000003,0.25,0.8,0.0,0.0
246,James Harden,8.1,1.7,8.6,0.9,0.9,0.0,0.537,0.444,0.35100000000000003,0.75,1.0,0.0
247,James Johnson,1.3,1.7,0.0,0.7,0.0,0.0,0.313,0.33299999999999996,0.0,1.0,0.0,0.0
248,James Wiseman,0.8,2.9,0.5,4.3,1.4,1.4,0.364,0.414,0.28600000000000003,0.72,0.4,0.467
249,Jared Dudley,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
250,Jared Harper,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Jarred Vanderbilt,0.8,0.0,0.0,3.9,0.0,0.4,0.5,0.0,0.0,0.65,0.0,1.0
252,Jarrett Allen,0.2,0.4,0.0,9.5,0.0,2.1,0.5,0.33299999999999996,0.0,0.7020000000000001,0.0,0.5710000000000001
253,Jarrett Culver,3.2,1.5,0.4,1.9,0.2,0.6,0.5379999999999999,0.313,0.222,0.5,0.0,1.0
254,Javonte Green,0.7,1.0,0.7,1.0,0.0,0.0,1.0,0.25,1.0,0.5,0.0,0.0
255,Jaxson Hayes,0.0,0.0,0.0,2.3,0.0,0.8,0.0,0.0,0.0,0.5329999999999999,0.0,1.0
256,Jaylen Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Jaylen Brown,7.0,6.4,7.8,2.3,0.5,1.2,0.5660000000000001,0.431,0.617,0.625,0.5,0.5
258,Jaylen Nowell,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
259,Jayson Tatum,7.6,5.3,10.2,1.8,0.8,1.6,0.456,0.541,0.41200000000000003,0.6920000000000001,0.8,0.778
260,Jeff Green,0.2,2.4,0.8,0.7,0.4,0.5,0.33299999999999996,0.375,0.667,0.8,0.667,1.0
261,Jeff Teague,3.5,1.1,1.8,0.3,0.0,0.0,0.321,0.75,0.25,0.25,0.0,0.0
262,Jerami Grant,9.2,6.6,3.7,1.7,0.2,0.7,0.579,0.379,0.327,0.43799999999999994,0.5,0.4
263,Jerome Robinson,1.5,1.0,2.0,0.0,0.0,0.0,0.28600000000000003,0.222,0.556,0.0,0.0,0.0
264,Jevon Carter,0.5,1.6,1.3,0.0,0.0,0.0,0.6,0.28600000000000003,0.41200000000000003,0.0,0.0,0.0
265,Jimmy Butler,8.5,0.0,2.0,2.3,0.3,0.7,0.395,0.0,0.3,0.6,0.5,0.5
266,Joe Harris,1.5,8.9,1.8,1.1,0.0,0.7,0.47100000000000003,0.5670000000000001,0.321,0.5,0.0,0.6
267,Joe Ingles,3.7,2.7,3.1,0.2,0.0,0.0,0.7,0.29600000000000004,0.435,1.0,0.0,0.0
268,Joel Embiid,1.9,5.2,4.3,6.0,7.3,2.0,0.462,0.475,0.419,0.741,0.537,0.5
269,John Collins,1.4,4.5,1.0,8.2,1.1,2.0,0.455,0.41,0.556,0.7020000000000001,0.556,0.667
270,John Konchar,0.4,2.2,0.0,1.6,0.0,0.8,1.0,0.364,0.0,0.5,0.0,0.5
271,John Wall,10.8,4.5,2.5,0.0,0.0,0.0,0.6,0.5,0.259,0.0,0.0,0.0
272,Jonas Valanciunas,0.8,0.9,0.5,7.2,4.0,1.9,0.5,0.2,0.4,0.5870000000000001,0.536,0.444
273,Jordan Bone,0.3,1.3,2.3,0.3,0.0,0.0,1.0,0.3,0.545,1.0,0.0,0.0
274,Jordan Clarkson,6.6,4.8,3.6,0.8,0.0,0.0,0.596,0.47100000000000003,0.302,0.5,0.0,0.0
275,Jordan McLaughlin,2.0,1.5,0.0,0.0,0.0,0.0,0.444,0.33299999999999996,0.0,0.0,0.0,0.0
276,Jordan Nwora,0.8,1.1,2.0,0.5,0.1,0.4,0.667,0.33299999999999996,0.5,0.667,0.0,1.0
277,Jordan Poole,2.0,2.0,1.8,0.0,0.0,0.0,0.5710000000000001,0.28600000000000003,0.455,0.0,0.0,0.0
278,Josh Green,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
279,Josh Hall,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
280,Josh Hart,1.2,4.6,0.2,0.4,0.0,0.0,0.75,0.359,0.25,1.0,0.0,0.0
281,Josh Jackson,3.3,2.6,2.1,0.8,0.0,0.5,0.55,0.24100000000000002,0.368,0.4,0.0,0.667
282,Josh Okogie,2.0,0.0,0.8,2.8,0.5,0.5,0.5,0.0,0.5,0.7140000000000001,1.0,0.0
283,Josh Richardson,3.0,5.5,2.8,0.5,0.0,0.3,0.474,0.33299999999999996,0.435,0.28600000000000003,0.0,0.33299999999999996
284,Jrue Holiday,4.8,3.2,3.2,2.3,0.5,0.5,0.5,0.414,0.341,0.7859999999999999,0.28600000000000003,0.75
285,Juan Toscano-Anderson,0.8,1.0,0.0,0.3,0.0,0.3,1.0,0.667,0.0,1.0,0.0,1.0
286,Juancho Hernangomez,0.8,3.3,0.0,2.1,0.0,0.4,0.33299999999999996,0.355,0.0,0.625,0.0,0.33299999999999996
287,Julius Randle,4.7,4.4,4.4,3.0,3.9,0.8,0.513,0.409,0.469,0.545,0.484,0.5
288,Justin Holiday,0.5,4.7,1.9,1.4,0.0,0.0,0.667,0.42100000000000004,0.5329999999999999,0.6,0.0,0.0
289,Justin Jackson,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
290,Justin James,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0
291,Jusuf Nurkic,0.6,1.1,0.3,3.6,1.0,2.1,0.6,0.35700000000000004,0.5,0.517,0.33299999999999996,0.5
292,Juwan Morgan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,KZ Okpala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Karim Mane,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Karl-Anthony Towns,4.0,5.0,1.3,5.3,4.0,0.0,0.7140000000000001,0.455,0.25,0.583,0.308,0.0
296,Kawhi Leonard,9.1,5.1,8.6,1.4,2.9,1.6,0.617,0.457,0.4,0.6,0.33299999999999996,0.6
297,Keita Bates-Diop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
